loc,year,mo,da,adt,juv,unkn,roll. Frame,photoN,notes,date,DOY,Zone,valid,seq,total,PR(juv),juv2,tot2,juvtot,,,,,
SEAL,1995,9,26,20,0,0,,,,9/26/1995,269,5,1,4315,20,0,0,400,0,,,,,
SEAL,1995,9,26,22,10,0,,,,9/26/1995,269,5,1,4316,32,0.3125,100,1024,320,,,,,
SEAL,1995,9,26,40,4,0,,,,9/26/1995,269,5,1,4317,44,0.090909091,16,1936,176,,,,,
SEAL,1995,9,26,16,1,0,,,,9/26/1995,269,5,1,4318,17,0.058823529,1,289,17,,,,,
SEAL,1995,9,26,20,4,0,,,,9/26/1995,269,5,1,4319,24,0.166666667,16,576,96,,,,,
SEAL,1995,9,26,36,10,2,,,,9/26/1995,269,5,1,4320,46,0.217391304,100,2116,460,,,,,
SEAL,1995,9,26,36,8,0,,,,9/26/1995,269,5,1,4321,44,0.181818182,64,1936,352,,,,,
SEAL,1995,9,26,23,6,0,,,,9/26/1995,269,5,1,4322,29,0.206896552,36,841,174,,,,,
SEAL,1995,9,26,23,3,8,,,,9/26/1995,269,5,1,4323,26,0.115384615,9,676,78,,,,,
SEAL,1995,9,26,49,4,0,,,,9/26/1995,269,5,1,4324,53,0.075471698,16,2809,212,,,,,
SEAL,1995,9,26,22,3,0,,,,9/26/1995,269,5,1,4325,25,0.12,9,625,75,,,,,
SEAL,1995,9,26,31,0,0,,,,9/26/1995,269,5,1,4326,31,0,0,961,0,,,,,
SEAL,1995,9,26,,,,,,UNUS,9/26/1995,269,5,0,4327,0,,0,0,0,,,,,
NELSON,1995,9,26,9,3,5,,,,9/26/1995,269,6,1,4328,12,0.25,9,144,36,,,,,
NELSON,1995,9,26,18,2,4,,,,9/26/1995,269,6,1,4329,20,0.1,4,400,40,,,,,
NELSON,1995,9,26,24,0,0,,,,9/26/1995,269,6,1,4330,24,0,0,576,0,,,,,
NELSON,1995,9,26,46,1,0,,,,9/26/1995,269,6,1,4331,47,0.021276596,1,2209,47,,,,,
NELSON,1995,9,26,12,0,0,,,,9/26/1995,269,6,1,4332,12,0,0,144,0,,,,,
NELSON,1995,9,26,43,3,0,,,,9/26/1995,269,6,1,4333,46,0.065217391,9,2116,138,,,,,
NELSON,1995,9,26,20,0,1,,,,9/26/1995,269,6,1,4334,20,0,0,400,0,,,,,
NELSON,1995,9,26,4,3,0,,,,9/26/1995,269,6,1,4335,7,0.428571429,9,49,21,,,,,
NELSON,1995,9,26,26,21,1,,,,9/26/1995,269,6,1,4336,47,0.446808511,441,2209,987,,,,,
NELSON,1995,9,26,12,12,1,,,,9/26/1995,269,6,1,4337,24,0.5,144,576,288,,,,,
NELSON,1995,9,26,38,23,2,,,,9/26/1995,269,6,1,4338,61,0.37704918,529,3721,1403,,,,,
NELSON,1995,9,26,35,17,1,,,,9/26/1995,269,6,1,4339,52,0.326923077,289,2704,884,,,,,
NELSON,1995,9,26,1,5,0,,,,9/26/1995,269,6,1,4340,6,0.833333333,25,36,30,,,,,
NELSON,1995,9,26,11,12,2,,,,9/26/1995,269,6,1,4341,23,0.52173913,144,529,276,,,,,
NELSON,1995,9,26,10,2,0,,,,9/26/1995,269,6,1,4342,12,0.166666667,4,144,24,,,,,
NELSON,1995,9,26,6,7,0,,,,9/26/1995,269,6,1,4343,13,0.538461538,49,169,91,,,,,
NELSON,1995,9,26,18,9,0,,,,9/26/1995,269,6,1,4344,27,0.333333333,81,729,243,,,,,
NELSON,1995,9,26,7,1,3,,,,9/26/1995,269,6,1,4345,8,0.125,1,64,8,,,,,
NELSON,1995,9,26,41,24,0,,,,9/26/1995,269,6,1,4346,65,0.369230769,576,4225,1560,,,,,
NELSON,1995,9,26,16,13,0,,,,9/26/1995,269,6,1,4347,29,0.448275862,169,841,377,,,,,
HERENDEEN,1995,9,26,23,1,0,,,,9/26/1995,269,6,1,4348,24,0.041666667,1,576,24,,,,,
HERENDEEN,1995,9,26,15,8,3,,,,9/26/1995,269,6,1,4349,23,0.347826087,64,529,184,,,,,
HERENDEEN,1995,9,26,4,7,0,,,,9/26/1995,269,6,1,4350,11,0.636363636,49,121,77,,,,,
HERENDEEN,1995,9,26,26,0,1,,,,9/26/1995,269,6,1,4351,26,0,0,676,0,,,,,
HERENDEEN,1995,9,26,17,1,2,,,,9/26/1995,269,6,1,4352,18,0.055555556,1,324,18,,,,,
HERENDEEN,1995,9,26,9,1,2,,,,9/26/1995,269,6,1,4353,10,0.1,1,100,10,,,,,
HERENDEEN,1995,9,26,13,0,0,,,,9/26/1995,269,6,1,4354,13,0,0,169,0,,,,,
HERENDEEN,1995,9,26,14,0,1,,,,9/26/1995,269,6,1,4355,14,0,0,196,0,,,,,
HERENDEEN,1995,9,26,8,1,0,,,,9/26/1995,269,6,1,4356,9,0.111111111,1,81,9,,,,,
HERENDEEN,1995,9,26,11,16,0,,,,9/26/1995,269,6,1,4357,27,0.592592593,256,729,432,,,,,
HERENDEEN,1995,9,26,33,34,1,,,,9/26/1995,269,6,1,4358,67,0.507462687,1156,4489,2278,,,,,
HERENDEEN,1995,9,26,15,5,0,,,,9/26/1995,269,6,1,4359,20,0.25,25,400,100,,,,,
HERENDEEN,1995,9,26,42,52,1,,,,9/26/1995,269,6,1,4360,94,0.553191489,2704,8836,4888,,,,,
HERENDEEN,1995,9,26,27,30,17,,,,9/26/1995,269,6,1,4361,57,0.526315789,900,3249,1710,,,,,
HERENDEEN,1995,9,26,26,33,5,,,,9/26/1995,269,6,1,4362,59,0.559322034,1089,3481,1947,,,,,
HERENDEEN,1995,9,26,5,6,2,,,,9/26/1995,269,6,1,4363,11,0.545454545,36,121,66,,,,,
NELSON,1995,9,26,83,19,4,,,,9/26/1995,269,6,1,4364,102,0.18627451,361,10404,1938,,,,,
NELSON,1995,9,26,71,2,7,,,,9/26/1995,269,6,1,4365,73,0.02739726,4,5329,146,,,,,
NELSON,1995,9,26,92,3,0,,,,9/26/1995,269,6,1,4366,95,0.031578947,9,9025,285,,,,,
NELSON,1995,9,26,31,8,0,,,,9/26/1995,269,6,1,4367,39,0.205128205,64,1521,312,,,,,
NELSON,1995,9,26,3,4,0,,,,9/26/1995,269,6,1,4368,7,0.571428571,16,49,28,,,,,
NELSON,1995,9,26,12,0,0,,,,9/26/1995,269,6,1,4369,12,0,0,144,0,,,,,
NELSON,1995,9,26,7,0,0,,,,9/26/1995,269,6,1,4370,7,0,0,49,0,,,,,
NELSON,1995,9,26,41,0,0,,,,9/26/1995,269,6,1,4371,41,0,0,1681,0,,,,,
NELSON,1995,9,26,12,0,0,,,,9/26/1995,269,6,1,4372,12,0,0,144,0,,,,,
NELSON,1995,9,26,20,0,1,,,,9/26/1995,269,6,1,4373,20,0,0,400,0,,,,,
NELSON,1995,9,26,30,0,0,,,,9/26/1995,269,6,1,4374,30,0,0,900,0,,,,,
NELSON,1995,9,26,28,21,3,,,,9/26/1995,269,6,1,4375,49,0.428571429,441,2401,1029,,,,,
NELSON,1995,9,26,21,6,0,,,,9/26/1995,269,6,1,4376,27,0.222222222,36,729,162,,,,,
NELSON,1995,9,26,21,0,0,,,,9/26/1995,269,6,1,4377,21,0,0,441,0,,,,,
NELSON,1995,9,26,13,1,0,,,,9/26/1995,269,6,1,4378,14,0.071428571,1,196,14,,,,,
NELSON,1995,9,26,31,3,12,,,,9/26/1995,269,6,1,4379,34,0.088235294,9,1156,102,,,,,
NELSON,1995,9,26,15,0,0,,,,9/26/1995,269,6,1,4380,15,0,0,225,0,,,,,
NELSON,1995,9,26,9,9,10,,,,9/26/1995,269,6,1,4381,18,0.5,81,324,162,,,,,
NELSON,1995,9,26,17,10,4,,,,9/26/1995,269,6,1,4382,27,0.37037037,100,729,270,,,,,
NELSON,1995,9,26,15,8,0,,,,9/26/1995,269,6,1,4383,23,0.347826087,64,529,184,,,,,
NELSON,1995,9,26,21,8,0,,,,9/26/1995,269,6,1,4384,29,0.275862069,64,841,232,,,,,
NELSON,1995,9,26,2,4,0,,,,9/26/1995,269,6,1,4385,6,0.666666667,16,36,24,,,,,
NELSON,1995,9,26,31,9,2,,,,9/26/1995,269,6,1,4386,40,0.225,81,1600,360,,,,,
NELSON,1995,9,26,26,0,0,,,,9/26/1995,269,6,1,4387,26,0,0,676,0,,,,,
NELSON,1995,9,26,11,5,0,,,,9/26/1995,269,6,1,4388,16,0.3125,25,256,80,,,,,
NELSON,1995,9,26,16,1,2,,,,9/26/1995,269,6,1,4389,17,0.058823529,1,289,17,,,,,
NELSON,1995,9,26,5,12,0,,,,9/26/1995,269,6,1,4390,17,0.705882353,144,289,204,,,,,
NELSON,1995,9,26,22,16,7,,,,9/26/1995,269,6,1,4391,38,0.421052632,256,1444,608,,,,,
NELSON,1995,9,26,31,22,3,,,,9/26/1995,269,6,1,4392,53,0.41509434,484,2809,1166,,,,,
NELSON,1995,9,26,14,16,0,,,,9/26/1995,269,6,1,4393,30,0.533333333,256,900,480,,,,,
NELSON,1995,9,26,4,5,0,,,,9/26/1995,269,6,1,4394,9,0.555555556,25,81,45,,,,,
NELSON,1995,9,26,21,27,0,,,,9/26/1995,269,6,1,4395,48,0.5625,729,2304,1296,,,,,
NELSON,1995,9,26,15,7,0,,,,9/26/1995,269,6,1,4396,22,0.318181818,49,484,154,,,,,
NELSON,1995,9,26,31,12,0,,,,9/26/1995,269,6,1,4397,43,0.279069767,144,1849,516,,,,,
NELSON,1995,9,26,5,4,0,,,,9/26/1995,269,6,1,4398,9,0.444444444,16,81,36,,,,,
NELSON,1995,9,26,14,9,0,,,,9/26/1995,269,6,1,4399,23,0.391304348,81,529,207,,,,,
NELSON,1995,9,26,10,2,0,,,,9/26/1995,269,6,1,4400,12,0.166666667,4,144,24,,,,,
NELSON,1995,9,26,2,3,0,,,,9/26/1995,269,6,1,4401,5,0.6,9,25,15,,,,,
NELSON,1995,9,26,24,33,1,,,,9/26/1995,269,6,1,4402,57,0.578947368,1089,3249,1881,,,,,
NELSON,1995,9,26,61,27,6,,,,9/26/1995,269,6,1,4403,88,0.306818182,729,7744,2376,,,,,
HERENDEEN,1995,9,26,17,0,0,,,,9/26/1995,269,6,1,4404,17,0,0,289,0,,,,,
HERENDEEN,1995,9,26,5,11,0,,,,9/26/1995,269,6,1,4405,16,0.6875,121,256,176,,,,,
HERENDEEN,1995,9,26,6,4,2,,,,9/26/1995,269,6,1,4406,10,0.4,16,100,40,,,,,
HERENDEEN,1995,9,26,2,2,48,,,,9/26/1995,269,6,1,4407,4,0.5,4,16,8,,,,,
HERENDEEN,1995,9,26,59,3,1,,,,9/26/1995,269,6,1,4408,62,0.048387097,9,3844,186,,,,,
HERENDEEN,1995,9,26,22,1,1,,,,9/26/1995,269,6,1,4409,23,0.043478261,1,529,23,,,,,
HERENDEEN,1995,9,26,15,0,0,,,,9/26/1995,269,6,1,4410,15,0,0,225,0,,,,,
HERENDEEN,1995,9,26,0,0,50,,,,9/26/1995,269,6,0,4411,0,,0,0,0,,,,,
HERENDEEN,1995,9,26,18,0,0,,,,9/26/1995,269,6,1,4412,18,0,0,324,0,,,,,
HERENDEEN,1995,9,26,11,0,0,,,,9/26/1995,269,6,1,4413,11,0,0,121,0,,,,,
HERENDEEN,1995,9,26,22,0,2,,,,9/26/1995,269,6,1,4414,22,0,0,484,0,,,,,
HERENDEEN,1995,9,26,7,2,0,,,,9/26/1995,269,6,1,4415,9,0.222222222,4,81,18,,,,,
HERENDEEN,1995,9,26,6,5,0,,,,9/26/1995,269,6,1,4416,11,0.454545455,25,121,55,,,,,
HERENDEEN,1995,9,26,19,0,0,,,,9/26/1995,269,6,1,4417,19,0,0,361,0,,,,,
HERENDEEN,1995,9,26,22,0,0,,,,9/26/1995,269,6,1,4418,22,0,0,484,0,,,,,
HERENDEEN,1995,9,26,33,0,0,,,,9/26/1995,269,6,1,4419,33,0,0,1089,0,,,,,
HERENDEEN,1995,9,26,31,0,0,,,,9/26/1995,269,6,1,4420,31,0,0,961,0,,,,,
HERENDEEN,1995,9,26,43,1,0,,,,9/26/1995,269,6,1,4421,44,0.022727273,1,1936,44,,,,,
HERENDEEN,1995,9,26,54,1,0,,,,9/26/1995,269,6,1,4422,55,0.018181818,1,3025,55,,,,,
HERENDEEN,1995,9,26,10,0,0,,,,9/26/1995,269,6,1,4423,10,0,0,100,0,,,,,
HERENDEEN,1995,9,26,17,4,3,,,,9/26/1995,269,6,1,4424,21,0.19047619,16,441,84,,,,,
HERENDEEN,1995,9,26,32,5,0,,,,9/26/1995,269,6,1,4425,37,0.135135135,25,1369,185,,,,,
HERENDEEN,1995,9,26,8,1,0,,,,9/26/1995,269,6,1,4426,9,0.111111111,1,81,9,,,,,
HERENDEEN,1995,9,26,66,19,34,,,,9/26/1995,269,6,1,4427,85,0.223529412,361,7225,1615,,,,,
HERENDEEN,1995,9,26,59,1,0,,,,9/26/1995,269,6,1,4428,60,0.016666667,1,3600,60,,,,,
NELSON,1995,9,26,7,14,0,,,,9/26/1995,269,6,1,4429,21,0.666666667,196,441,294,,,,,
NELSON,1995,9,26,2,4,0,,,,9/26/1995,269,6,1,4430,6,0.666666667,16,36,24,,,,,
NELSON,1995,9,26,19,20,1,,,,9/26/1995,269,6,1,4431,39,0.512820513,400,1521,780,,,,,
NELSON,1995,9,26,35,20,5,,,,9/26/1995,269,6,1,4432,55,0.363636364,400,3025,1100,,,,,
NELSON,1995,9,26,2,2,0,,,,9/26/1995,269,6,1,4433,4,0.5,4,16,8,,,,,
NELSON,1995,9,26,19,5,2,,,,9/26/1995,269,6,1,4434,24,0.208333333,25,576,120,,,,,
NELSON,1995,9,26,27,2,0,,,,9/26/1995,269,6,1,4435,29,0.068965517,4,841,58,,,,,
NELSON,1995,9,26,4,0,0,,,,9/26/1995,269,6,1,4436,4,0,0,16,0,,,,,
NELSON,1995,9,26,15,21,1,,,,9/26/1995,269,6,1,4437,36,0.583333333,441,1296,756,,,,,
NELSON,1995,9,26,8,6,0,,,,9/26/1995,269,6,1,4438,14,0.428571429,36,196,84,,,,,
NELSON,1995,9,26,11,3,0,,,,9/26/1995,269,6,1,4439,14,0.214285714,9,196,42,,,,,
MOLLER,1995,9,26,0,0,8,,,,9/26/1995,269,6,0,4440,0,,0,0,0,,,,,
MOLLER,1995,9,26,7,0,1,,,,9/26/1995,269,6,1,4441,7,0,0,49,0,,,,,
MOLLER,1995,9,26,6,3,0,,,,9/26/1995,269,6,1,4442,9,0.333333333,9,81,27,,,,,
MOLLER,1995,9,26,11,3,0,,,,9/26/1995,269,6,1,4443,14,0.214285714,9,196,42,,,,,
MOLLER,1995,9,26,27,2,0,,,,9/26/1995,269,6,1,4444,29,0.068965517,4,841,58,,,,,
MOLLER,1995,9,26,23,0,0,,,,9/26/1995,269,6,1,4445,23,0,0,529,0,,,,,
MOLLER,1995,9,26,23,0,0,,,,9/26/1995,269,6,1,4446,23,0,0,529,0,,,,,
MOLLER,1995,9,26,17,0,0,,,,9/26/1995,269,6,1,4447,17,0,0,289,0,,,,,
MOLLER,1995,9,26,,,,,,STEI,9/26/1995,269,6,0,4448,0,,0,0,0,,,,,
MOLLER,1995,9,26,,,,,,STEI,9/26/1995,269,6,0,4449,0,,0,0,0,,,,,
MOLLER,1995,9,26,,,,,,TRAN,9/26/1995,269,6,0,4450,0,,0,0,0,,,,,
HERENDEEN,1995,9,26,9,5,0,,,,9/26/1995,269,6,1,4451,14,0.357142857,25,196,70,,,,,
HERENDEEN,1995,9,26,17,8,0,,,,9/26/1995,269,6,1,4452,25,0.32,64,625,200,,,,,
HERENDEEN,1995,9,26,4,3,0,,,,9/26/1995,269,6,1,4453,7,0.428571429,9,49,21,,,,,
HERENDEEN,1995,9,26,7,9,0,,,,9/26/1995,269,6,1,4454,16,0.5625,81,256,144,,,,,
HERENDEEN,1995,9,26,31,15,3,,,,9/26/1995,269,6,1,4455,46,0.326086957,225,2116,690,,,,,
HERENDEEN,1995,9,26,40,49,2,,,,9/26/1995,269,6,1,4456,89,0.550561798,2401,7921,4361,,,,,
HERENDEEN,1995,9,26,10,5,0,,,,9/26/1995,269,6,1,4457,15,0.333333333,25,225,75,,,,,
HERENDEEN,1995,9,26,15,2,0,,,,9/26/1995,269,6,1,4458,17,0.117647059,4,289,34,,,,,
HERENDEEN,1995,9,26,15,7,3,,,,9/26/1995,269,6,1,4459,22,0.318181818,49,484,154,,,,,
HERENDEEN,1995,9,26,6,5,0,,,,9/26/1995,269,6,1,4460,11,0.454545455,25,121,55,,,,,
HERENDEEN,1995,9,26,9,2,0,,,,9/26/1995,269,6,1,4461,11,0.181818182,4,121,22,,,,,
HERENDEEN,1995,9,26,20,0,0,,,,9/26/1995,269,6,1,4462,20,0,0,400,0,,,,,
MOLLER,1995,9,26,13,1,0,,,,9/26/1995,269,6,1,4463,14,0.071428571,1,196,14,,,,,
MOLLER,1995,9,26,20,4,0,,,,9/26/1995,269,6,1,4464,24,0.166666667,16,576,96,,,,,
MOLLER,1995,9,26,10,9,1,,,,9/26/1995,269,6,1,4465,19,0.473684211,81,361,171,,,,,
MOLLER,1995,9,26,13,6,0,,,,9/26/1995,269,6,1,4466,19,0.315789474,36,361,114,,,,,
MOLLER,1995,9,26,12,0,0,,,,9/26/1995,269,6,1,4467,12,0,0,144,0,,,,,
MOLLER,1995,9,26,7,6,0,,,,9/26/1995,269,6,1,4468,13,0.461538462,36,169,78,,,,,
MOLLER,1995,9,26,18,4,0,,,,9/26/1995,269,6,1,4469,22,0.181818182,16,484,88,,,,,
MOLLER,1995,9,26,8,1,0,,,,9/26/1995,269,6,1,4470,9,0.111111111,1,81,9,,,,,
MOLLER,1995,9,26,,,,,,TRAN,9/26/1995,269,6,0,4471,0,,0,0,0,,,,,
NELSON,1995,9,26,8,1,0,,,,9/26/1995,269,6,1,4472,9,0.111111111,1,81,9,,,,,
NELSON,1995,9,26,3,4,0,,,,9/26/1995,269,6,1,4473,7,0.571428571,16,49,28,,,,,
NELSON,1995,9,26,76,26,0,,,,9/26/1995,269,6,1,4474,102,0.254901961,676,10404,2652,,,,,
NELSON,1995,9,26,60,13,0,,,,9/26/1995,269,6,1,4475,73,0.178082192,169,5329,949,,,,,
NELSON,1995,9,26,43,2,5,,,,9/26/1995,269,6,1,4476,45,0.044444444,4,2025,90,,,,,
NELSON,1995,9,26,23,1,0,,,,9/26/1995,269,6,1,4477,24,0.041666667,1,576,24,,,,,
NELSON,1995,9,26,,,,,,TRAN,9/26/1995,269,6,0,4478,0,,0,0,0,,,,,
IZEMBEK,1995,9,26,6,3,0,,,,9/26/1995,269,7,1,4479,9,0.333333333,9,81,27,,,,,
IZEMBEK,1995,9,26,6,9,0,,,,9/26/1995,269,7,1,4480,15,0.6,81,225,135,,,,,
IZEMBEK,1995,9,26,13,2,0,,,,9/26/1995,269,7,1,4481,15,0.133333333,4,225,30,,,,,
HOOK BAY,1995,9,26,36,4,0,,,,9/26/1995,269,7,1,4482,40,0.1,16,1600,160,,,,,
HOOK BAY,1995,9,26,23,2,0,,,,9/26/1995,269,7,1,4483,25,0.08,4,625,50,,,,,
MOFFET,1995,9,26,34,0,0,,,,9/26/1995,269,7,1,4484,34,0,0,1156,0,,,,,
MOFFET,1995,9,26,6,7,1,,,,9/26/1995,269,7,1,4485,13,0.538461538,49,169,91,,,,,
MOFFET,1995,9,26,12,14,14,,,,9/26/1995,269,7,1,4486,26,0.538461538,196,676,364,,,,,
MOFFET,1995,9,26,21,19,0,,,,9/26/1995,269,7,1,4487,40,0.475,361,1600,760,,,,,
MOFFET,1995,9,26,8,4,0,,,,9/26/1995,269,7,1,4488,12,0.333333333,16,144,48,,,,,
MOFFET,1995,9,26,5,5,0,,,,9/26/1995,269,7,1,4489,10,0.5,25,100,50,,,,,
MOFFET,1995,9,26,4,3,0,,,,9/26/1995,269,7,1,4490,7,0.428571429,9,49,21,,,,,
MOFFET,1995,9,26,6,10,1,,,,9/26/1995,269,7,1,4491,16,0.625,100,256,160,,,,,
MOFFET,1995,9,26,5,4,0,,,,9/26/1995,269,7,1,4492,9,0.444444444,16,81,36,,,,,
MOFFET,1995,9,26,3,5,0,,,,9/26/1995,269,7,1,4493,8,0.625,25,64,40,,,,,
MOFFET,1995,9,26,3,3,0,,,,9/26/1995,269,7,1,4494,6,0.5,9,36,18,,,,,
MOFFET,1995,9,26,5,7,0,,,,9/26/1995,269,7,1,4495,12,0.583333333,49,144,84,,,,,
MOFFET,1995,9,26,11,10,8,,,,9/26/1995,269,7,1,4496,21,0.476190476,100,441,210,,,,,
MOFFET,1995,9,26,9,6,2,,,,9/26/1995,269,7,1,4497,15,0.4,36,225,90,,,,,
MOFFET,1995,9,26,3,7,0,,,,9/26/1995,269,7,1,4498,10,0.7,49,100,70,,,,,
MOFFET,1995,9,26,8,3,2,,,,9/26/1995,269,7,1,4499,11,0.272727273,9,121,33,,,,,
MOFFET,1995,9,26,4,0,0,,,,9/26/1995,269,7,1,4500,4,0,0,16,0,,,,,
MOFFET,1995,9,26,14,6,0,,,,9/26/1995,269,7,1,4501,20,0.3,36,400,120,,,,,
MOFFET,1995,9,26,2,0,0,,,,9/26/1995,269,7,1,4502,2,0,0,4,0,,,,,
IZEMBEK,1995,9,26,81,37,2,,,,9/26/1995,269,7,1,4503,118,0.313559322,1369,13924,4366,,,,,
IZEMBEK,1995,9,26,56,18,3,,,,9/26/1995,269,7,1,4504,74,0.243243243,324,5476,1332,,,,,
IZEMBEK,1995,9,26,81,14,1,,,,9/26/1995,269,7,1,4505,95,0.147368421,196,9025,1330,,,,,
IZEMBEK,1995,9,26,54,9,1,,,,9/26/1995,269,7,1,4506,63,0.142857143,81,3969,567,,,,,
IZEMBEK,1995,9,26,42,1,0,,,,9/26/1995,269,7,1,4507,43,0.023255814,1,1849,43,,,,,
IZEMBEK,1995,9,26,8,0,0,,,,9/26/1995,269,7,1,4508,8,0,0,64,0,,,,,
IZEMBEK,1995,9,26,13,0,0,,,,9/26/1995,269,7,1,4509,13,0,0,169,0,,,,,
IZEMBEK,1995,9,26,11,0,1,,,,9/26/1995,269,7,1,4510,11,0,0,121,0,,,,,
IZEMBEK,1995,9,26,13,6,1,,,,9/26/1995,269,7,1,4511,19,0.315789474,36,361,114,,,,,
IZEMBEK,1995,9,26,8,11,0,,,,9/26/1995,269,7,1,4512,19,0.578947368,121,361,209,,,,,
IZEMBEK,1995,9,26,,,,,,HASE,9/26/1995,269,7,0,4513,0,,0,0,0,,,,,
IZEMBEK,1995,9,26,,,,,,HASE,9/26/1995,269,7,0,4514,0,,0,0,0,,,,,
IZEMBEK,1995,9,26,12,0,0,,,,9/26/1995,269,7,1,4515,12,0,0,144,0,,,,,
IZEMBEK,1995,9,26,44,3,0,,,,9/26/1995,269,7,1,4516,47,0.063829787,9,2209,141,,,,,
IZEMBEK,1995,9,26,29,6,0,,,,9/26/1995,269,7,1,4517,35,0.171428571,36,1225,210,,,,,
IZEMBEK,1995,9,26,4,9,0,,,,9/26/1995,269,7,1,4518,13,0.692307692,81,169,117,,,,,
IZEMBEK,1995,9,26,7,2,0,,,,9/26/1995,269,7,1,4519,9,0.222222222,4,81,18,,,,,
IZEMBEK,1995,9,26,17,14,0,,,,9/26/1995,269,7,1,4520,31,0.451612903,196,961,434,,,,,
IZEMBEK,1995,9,26,3,4,0,,,,9/26/1995,269,7,1,4521,7,0.571428571,16,49,28,,,,,
IZEMBEK,1995,9,26,6,4,0,,,,9/26/1995,269,7,1,4522,10,0.4,16,100,40,,,,,
IZEMBEK,1995,9,26,11,5,0,,,,9/26/1995,269,7,1,4523,16,0.3125,25,256,80,,,,,
IZEMBEK,1995,9,26,15,3,0,,,,9/26/1995,269,7,1,4524,18,0.166666667,9,324,54,,,,,
IZEMBEK,1995,9,26,13,0,0,,,,9/26/1995,269,7,1,4525,13,0,0,169,0,,,,,
IZEMBEK,1995,9,26,27,4,0,,,,9/26/1995,269,7,1,4526,31,0.129032258,16,961,124,,,,,
IZEMBEK,1995,9,26,7,8,0,,,,9/26/1995,269,7,1,4527,15,0.533333333,64,225,120,,,,,
IZEMBEK,1995,9,26,12,4,1,,,,9/26/1995,269,7,1,4528,16,0.25,16,256,64,,,,,
IZEMBEK,1995,9,26,10,0,0,,,,9/26/1995,269,7,1,4529,10,0,0,100,0,,,,,
IZEMBEK,1995,9,26,12,0,0,,,,9/26/1995,269,7,1,4530,12,0,0,144,0,,,,,
EGEGIK,1996,9,23,51,34,,1.01,,,9/23/1996,267,1,1,4531,85,0.4,1156,7225,2890,,,,,
EGEGIK,1996,9,23,20,4,,1.04,,,9/23/1996,267,1,1,4532,24,0.166666667,16,576,96,,,,,
EGEGIK,1996,9,23,19,7,,1.05,,,9/23/1996,267,1,1,4533,26,0.269230769,49,676,182,,,,,
EGEGIK,1996,9,23,43,7,,1.06,,,9/23/1996,267,1,1,4534,50,0.14,49,2500,350,,,,,
EGEGIK,1996,9,23,45,16,,1.07,,,9/23/1996,267,1,1,4535,61,0.262295082,256,3721,976,,,,,
EGEGIK,1996,9,23,35,10,,1.09,,,9/23/1996,267,1,1,4536,45,0.222222222,100,2025,450,,,,,
EGEGIK,1996,9,23,34,3,,1.11,,,9/23/1996,267,1,1,4537,37,0.081081081,9,1369,111,,,,,
EGEGIK,1996,9,23,13,0,,1.12,,,9/23/1996,267,1,1,4538,13,0,0,169,0,,,,,
EGEGIK,1996,9,26,26,7,,7.33,,,9/26/1996,270,1,1,4539,33,0.212121212,49,1089,231,,,,,
EGEGIK,1996,9,26,15,11,,7.34,,,9/26/1996,270,1,1,4540,26,0.423076923,121,676,286,,,,,
EGEGIK,1996,9,26,60,43,,7.35,,,9/26/1996,270,1,1,4541,103,0.417475728,1849,10609,4429,,,,,
EGEGIK,1996,9,26,58,14,,7.36,,,9/26/1996,270,1,1,4542,72,0.194444444,196,5184,1008,,,,,
EGEGIK,1996,9,26,34,17,,7.37,,,9/26/1996,270,1,1,4543,51,0.333333333,289,2601,867,,,,,
EGEGIK,1996,9,26,35,7,,7.39,,,9/26/1996,270,1,1,4544,42,0.166666667,49,1764,294,,,,,
UGASHIK,1996,9,23,39,0,,1.13,,,9/23/1996,267,2,1,4545,39,0,0,1521,0,,,,,
UGASHIK,1996,9,23,7,0,,1.14,,,9/23/1996,267,2,1,4546,7,0,0,49,0,,,,,
CINDER,1996,9,23,14,7,,1.15,,,9/23/1996,267,3,1,4547,21,0.333333333,49,441,147,,,,,
CINDER,1996,9,23,35,16,,1.16,,,9/23/1996,267,3,1,4548,51,0.31372549,256,2601,816,,,,,
CINDER,1996,9,23,144,22,,1.17,,,9/23/1996,267,3,1,4549,166,0.13253012,484,27556,3652,,,,,
CINDER,1996,9,23,232,26,,1.18,,,9/23/1996,267,3,1,4550,258,0.100775194,676,66564,6708,,,,,
CINDER,1996,9,23,165,18,,1.19,,,9/23/1996,267,3,1,4551,183,0.098360656,324,33489,3294,,,,,
CINDER,1996,9,23,270,34,,1.2,,,9/23/1996,267,3,1,4552,304,0.111842105,1156,92416,10336,,,,,
CINDER,1996,9,23,134,18,,1.21,,,9/23/1996,267,3,1,4553,152,0.118421053,324,23104,2736,,,,,
CINDER,1996,9,23,187,37,,1.23,,,9/23/1996,267,3,1,4554,224,0.165178571,1369,50176,8288,,,,,
CINDER,1996,9,23,231,39,,1.24,,,9/23/1996,267,3,1,4555,270,0.144444444,1521,72900,10530,,,,,
CINDER,1996,9,23,93,11,,2.02,,,9/23/1996,267,3,1,4556,104,0.105769231,121,10816,1144,,,,,
CINDER,1996,9,23,125,22,,2.03,,,9/23/1996,267,3,1,4557,147,0.149659864,484,21609,3234,,,,,
CINDER,1996,9,23,148,22,,2.04,,,9/23/1996,267,3,1,4558,170,0.129411765,484,28900,3740,,,,,
